product_id,ratings,reg_date,article_headline,article_content,help_count,is_photo_review
167224671,1,2020.06.03,연락 기다리겠습니다,"물건만 내려 놓고 가셨습니다
콘솔 서랍 앞부분 찍힌 자국이 7cm정도 되구요 신속한 해결 부탁 드립니다",8,False
167224671,1,2020.05.05,제품하자관련 고객응대가 형편없네요,"평소에 쿠팡을 너무 사랑하는 사람이지만 상품평은 잘 안쓰게 되던데.. 이 제품은 더이상 저처럼 피해보는 사람이 없게해야할 것 같아 씁니다.. 또한 저는 쿠팡에서 제품 구매시 후기를 꼭 확인하고 사기 때문에 저같은 분들이 피해를 입지 않게 하기 위해 시간을 들여 이 글을 씁니다..
상품만 제대로 된 제품 받았다면 별 다섯개를 드리고도 남았을 제품인데 너무 아쉽습니다... ㅠㅠ
사진으로 보시다시피 누가봐도 까져있는 상품을 보내주셨습니디..
너무 기다렸던 상품이라 상품배송받자마자 콘솔앞에서 눈을 못 떼던 중 정면 서랍 한쪽 부분에 까져있는 부분을 발견해서 배송하시는 분께 말씀드렸더니 그분도 도장하다 까진것 같다면서 판매자분께 연락드려보라고 하시면서 배송비 2만원을 받고 배송기사분도 까진부분을 사진 찍어 가셨습니다... 저도 바로 두 부분을 사진을 찍어 판매자분과 연락하여 보여드렸는데 판매자분께서는 무엇때문에 그러시냐고 하시며 모르쇠 반응이셨습니다... 그리고 제가 도장이나 마감부분에서 까진것 같다고 했더니 그럴리가 없으시다고 하시며.. 본인들은 검수해서 보낸거라며... ㅠ 교환처리해서 본인들이 상품 다시 받아 검수해보겠다고 하시면서 하시는 얘기가... 이 상품이 지금 또 품절이라 언제 또 입고 될지 모르니 저 또한 언제 다시 받게 될지 모르고... 만약 검수했는데 판매자분 판단에 까진것이 아니면 이 상품 그대로 보내주실 수 밖에 없다하시는데... (그럼 전 또 교환비나 배송비를 제 부담으로 내야하는건지....) 저로서는 갖고싶었던 제품이기에 점점 못받게 될까봐 불안해지는 상황(?)과 추가금이 발생할게 신경 쓰이니 울며 겨자먹기로 까진거 감안하고 쓰는 수 밖에요...
거기다가 판매자분님 계속해서 저렴하게 내놓은 상품이라는 거 강조하시는데... 저렴하기 때문에 상품하자 소비자가 떠 앉아야하는 건지 묻고 싶네요 .. ㅠ
좋은제품 싸게 팔아 주시면 정말 사업 번창하시길 바라고 또 바라는게 소비자 입장입니다.. 그러나 이렇게 side면도 아니고 바로 정면에 난 가구 상처를 모른척 하신다면 소비자를 우습게 여기시는 행위이십니다... 저는 그래서 결론적으로 판매자님 원하시는대로 그냥 쓰지만 앞으로 이 제품을 사시는 소비자분들께는 더 까다로운 검수절차 후에 배송하시기를 부탁드립니다...!!!!
미국에서 오래살다가 얼마전 한국에 들어와 새로운 살림들 하나씩 사는 중에 이 콘솔도 구매한건데... 소비자응대 반응이 정말 실망입니다.. 미국은 정말 작은 제품 하나도 소비자가 마음에 안들면 묻지도 따지지도 않고 미안하다며 새제품으로 맞교환 해줍니다... 그런데 이건 정말 보이는 하자인데도 인정 안 하신다면 답이 없네요..

앤틱가구이고 원목이라 옹이나 갈라짐 현상 같은거 있을 수 있다고 계속 우기시는데 제가 그런것도 구분 못할까요... ??? 저 사진 말고도 정말 앤틱제품처럼 검은 페인트칠 까져있는 표면이나 구멍같은것도 제품에 많습니다.. 그런건 앤틱스럽다고 넘어갈 수 있는 것들이지만 서랍정면에 저렇게 페인트가 매끄럽지 않게 까져서 되어 있는 두 부분은 아무리 앤틱스럽게 봐주려해도 아닙니다... !! 제 지인들에게도 보여줬는데 같은 대답이구요.. 이 상품평 읽으시는 소비자분들도 제 눈이 잘못판단한 것인지 다 물어보고싶네요...
아무튼 판매자님. 부탁입니다..
제품출하시키기전 검수 더 철저히 해서 저같은 피해 다시는 보지 않도록... 이쁜 제품 사놓고 마음 상하지 않도록 신경 써주시기를 부탁드립니다!!!!!",60,False
167224671,2,2020.12.28,,"여기 저기 찍힌 상처 투성이
칠하는 방법도 모르고 칠한것 같음
고물상에 굴러 다니다 온것 같음

배송하시는분이 문앞에 놓고 가시게 하고
여자 혼자 들어도 들리는 가벼움",1,False
167224671,2,2020.11.22,,,0,False
167224671,2,2020.09.29,이건몰까요?,"배송은 생각보다는 빨랐습니다
배송은 회사에있다보니 ᆢ문앞에두시라 하고 2만원 송금시켜드리구요
저녁에 신랑이랑 ᆢ설치 하다보지 무슨 송곳으로 찍힌것 처럼
여려곳에 수두 도장 찍듯 저렇네요 ᆢ
빈티지라 그렇다 제가 오히려 신랑한테 우겨보았지만 ᆢ이건 아무리 저도 생각해도 상품 하자인데 ᆢ
정말제가 상품평 보구 기대가 컷던건 같습니다
교환 한다한들 이것보다 괜찮을 보장도 없고 ᆢ",12,False
167224671,2,2020.09.01,,,0,False
167224671,2,2020.03.25,,,0,False
167224671,2,2020.03.12,,,0,False
167224671,3,2020.04.23,,"상품은이쁘나
배송해주신.기사님은
진짜.별루였던거같아요...
여라가구를.배송받았으나.이상품만
배송비2만원은.그러타하지만
뒤처리인.박스를.가지고.가지못하신다면
상품만두고간점이별루였던거같아요...
뒤처리인.박스까지.정리해주셨다면
별5개요",4,False
167224671,3,2020.01.12,,,0,False
